Date,i
2020-08-17,0.0026839932737861005
2020-08-18,0.002202671098171294
2020-08-19,0.0013186886802927233
2020-08-20,-0.0025742436896276644
2020-08-21,0.0026977592056312005
2020-08-24,0.009405775308664488
2020-08-25,0.0035251183082181115
2020-08-26,0.010645188453803911
2020-08-27,0.005817405601911574
2020-08-28,0.0022394915963772632
2020-08-31,0.0015774601968416846
2020-09-01,0.003765554990044606
2020-09-02,0.01688598159916488
2020-09-03,-0.006503626774014393
2020-09-04,-0.024334021629703884
2020-09-08,-0.02892115796112904
2020-09-09,0.013167496829471048
2020-09-10,0.0002277351400987726
2020-09-11,-0.016660948396129527
2020-09-14,0.010035696512053605
2020-09-15,0.004851681885249093
2020-09-16,0.002756832988607627
2020-09-17,-0.015799649728116094
2020-09-18,-0.0038293233689081774
2020-09-21,-0.02307617323833533
2020-09-22,0.0105179960383186
2020-09-23,0.000915170012667943
2020-09-24,-0.013526352247005491
2020-09-25,0.008558123763071634
2020-09-28,0.016156073676560467
2020-09-29,-0.0008394735146222132
2020-09-30,0.010557823730916738
2020-10-01,0.001066120450774477
2020-10-02,-0.00829998021467837
2020-10-05,0.01194052831861292
2020-10-06,0.006428781666780736
2020-10-07,-0.0015456952298311677
2020-10-08,0.006116232665755561
2020-10-09,0.010118984060163427
2020-10-12,0.019200869733879244
2020-10-13,-0.00447217027184621
2020-10-14,-0.0017190917228919744
2020-10-15,-0.011076001049586282
2020-10-16,0.007617607346025679
2020-10-19,-0.0038015850509740545
2020-10-20,-0.007304434969919171
2020-10-21,-0.0034774420758321156
2020-10-22,-0.0012504937927744209
2020-10-23,0.0017121240531743354
2020-10-26,-0.007249734841877853
2020-10-27,-0.00931556538707845
2020-10-28,-0.019855548232408538
2020-10-29,-0.000427897131059396
2020-10-30,-0.010869871091378158
2020-11-02,0.007599040528155854
2020-11-03,0.017665151822543024
2020-11-04,0.028147195243832357
2020-11-05,0.012202066788892907
2020-11-06,-0.0021189520265885164
2020-11-09,0.03471815612062734
2020-11-10,-0.02464859815120235
2020-11-11,0.00670741304128164
2020-11-12,-0.0033956919572180055
2020-11-13,0.006880103539179672
