Date,i
2020-05-29,3049.169921875
2020-06-01,3062.179931640625
2020-06-02,3081.070068359375
2020-06-03,3130.93994140625
2020-06-04,3128.909912109375
2020-06-05,3211.719970703125
2020-06-08,3233.1298828125
2020-06-09,3222.7099609375
2020-06-10,3223.27001953125
2020-06-11,3123.530029296875
2020-06-12,3088.419921875
2020-06-15,3079.760009765625
2020-06-16,3153.449951171875
2020-06-17,3141.159912109375
2020-06-18,3120.0
2020-06-19,3155.530029296875
2020-06-22,3120.919921875
2020-06-23,3154.89990234375
2020-06-24,3115.010009765625
2020-06-25,3086.25
2020-06-26,3073.72998046875
2020-06-29,3053.889892578125
2020-06-30,3111.510009765625
2020-07-01,3128.43994140625
2020-07-02,3165.81005859375
2020-07-06,3182.590087890625
2020-07-07,3184.14990234375
2020-07-08,3171.800048828125
2020-07-09,3179.780029296875
2020-07-10,3186.820068359375
2020-07-13,3235.320068359375
2020-07-14,3200.949951171875
2020-07-15,3238.280029296875
2020-07-16,3220.389892578125
2020-07-17,3233.52001953125
2020-07-20,3258.610107421875
2020-07-21,3277.2900390625
2020-07-22,3279.320068359375
2020-07-23,3279.989990234375
2020-07-24,3227.260009765625
2020-07-27,3241.429931640625
2020-07-28,3243.719970703125
2020-07-29,3264.739990234375
2020-07-30,3250.919921875
2020-07-31,3272.169921875
2020-08-03,3302.72998046875
2020-08-04,3306.840087890625
2020-08-05,3330.77001953125
2020-08-06,3351.030029296875
2020-08-07,3352.5400390625
2020-08-10,3363.2900390625
2020-08-11,3381.010009765625
2020-08-12,3387.889892578125
2020-08-13,3387.239990234375
2020-08-14,3378.510009765625
2020-08-17,3387.590087890625
2020-08-18,3395.06005859375
2020-08-19,3399.5400390625
2020-08-20,3390.800048828125
2020-08-21,3399.9599609375
2020-08-24,3432.090087890625
2020-08-25,3444.2099609375
2020-08-26,3481.070068359375
2020-08-27,3501.3798828125
2020-08-28,3509.22998046875
2020-08-31,3514.77001953125
2020-09-01,3528.030029296875
2020-09-02,3588.110107421875
2020-09-03,3564.85009765625
2020-09-04,3479.14990234375
2020-09-08,3379.969970703125
2020-09-09,3424.77001953125
2020-09-10,3425.550048828125
2020-09-11,3368.949951171875
2020-09-14,3402.929931640625
2020-09-15,3419.47998046875
2020-09-16,3428.919921875
2020-09-17,3375.169921875
2020-09-18,3362.27001953125
2020-09-21,3285.570068359375
2020-09-22,3320.31005859375
2020-09-23,3323.35009765625
2020-09-24,3278.699951171875
2020-09-25,3306.8798828125
2020-09-28,3360.739990234375
2020-09-29,3357.919921875
2020-09-30,3393.56005859375
2020-10-01,3397.179931640625
2020-10-02,3369.10009765625
2020-10-05,3409.570068359375
2020-10-06,3431.56005859375
2020-10-07,3426.260009765625
2020-10-08,3447.280029296875
2020-10-09,3482.340087890625
2020-10-12,3549.85009765625
2020-10-13,3534.010009765625
2020-10-14,3527.93994140625
2020-10-15,3489.080078125
2020-10-16,3515.760009765625
2020-10-19,3502.419921875
2020-10-20,3476.929931640625
2020-10-21,3464.860107421875
2020-10-22,3460.530029296875
2020-10-23,3466.4599609375
2020-10-26,3441.419921875
2020-10-27,3409.510009765625
2020-10-28,3342.47998046875
2020-10-29,3341.050048828125
2020-10-30,3304.929931640625
2020-11-02,3330.139892578125
2020-11-03,3389.489990234375
2020-11-04,3486.25
2020-11-05,3529.050048828125
2020-11-06,3521.580078125
2020-11-09,3645.989990234375
2020-11-10,3557.219970703125
2020-11-11,3581.159912109375
2020-11-12,3569.02001953125
2020-11-13,3593.659912109375
