Date,Symbol,Name,Daily Return,Log Return,Close,Adj Close,High,Low,Open,Volume
2019-12-16,^GSPC,S&P 500,,,3191.449951171875,3191.449951171875,3197.7099609375,3183.6298828125,3183.6298828125,4051790000
2019-12-17,^GSPC,S&P 500,0.00033529222633799094,0.00033523602846052825,3192.52001953125,3192.52001953125,3198.219970703125,3191.030029296875,3195.39990234375,3837540000
2019-12-18,^GSPC,S&P 500,-0.00043230017186479675,-0.00043239364052283236,3191.139892578125,3191.139892578125,3198.47998046875,3191.139892578125,3195.2099609375,4014080000
2019-12-19,^GSPC,S&P 500,0.004459292004863613,0.004449378821865579,3205.3701171875,3205.3701171875,3205.47998046875,3192.320068359375,3192.320068359375,3720450000
2019-12-20,^GSPC,S&P 500,0.004944781081796634,0.004932595804334028,3221.219970703125,3221.219970703125,3225.64990234375,3216.030029296875,3223.330078125,6454270000
2019-12-23,^GSPC,S&P 500,0.0008661436002121992,0.0008657687142985537,3224.010009765625,3224.010009765625,3227.780029296875,3222.300048828125,3226.050048828125,3060610000
2019-12-24,^GSPC,S&P 500,-0.00019544819997963092,-0.0001954673024684439,3223.3798828125,3223.3798828125,3226.429931640625,3220.510009765625,3225.449951171875,1296540000
2019-12-26,^GSPC,S&P 500,0.005128166675301138,0.005115062410053994,3239.909912109375,3239.909912109375,3240.080078125,3227.199951171875,3227.199951171875,2160680000
2019-12-27,^GSPC,S&P 500,3.398471712534601e-05,3.3984139657050605e-05,3240.02001953125,3240.02001953125,3247.929931640625,3234.3701171875,3247.22998046875,2428670000
2019-12-30,^GSPC,S&P 500,-0.005780822450430323,-0.005797596079348821,3221.2900390625,3221.2900390625,3240.919921875,3216.570068359375,3240.090087890625,3013290000
2019-12-31,^GSPC,S&P 500,0.0029460216619106028,0.0029416906441905866,3230.780029296875,3230.780029296875,3231.719970703125,3212.030029296875,3215.179931640625,2893810000
2020-01-02,^GSPC,S&P 500,0.008378802677341701,0.008343895362315834,3257.85009765625,3257.85009765625,3258.139892578125,3235.530029296875,3244.669921875,3458250000
2020-01-03,^GSPC,S&P 500,-0.007059870562045378,-0.007084909364953873,3234.85009765625,3234.85009765625,3246.14990234375,3222.340087890625,3226.360107421875,3461290000
2020-01-06,^GSPC,S&P 500,0.0035333728907271933,0.003527145194272663,3246.280029296875,3246.280029296875,3246.840087890625,3214.639892578125,3217.550048828125,3674070000
2020-01-07,^GSPC,S&P 500,-0.0028032386528962228,-0.002807175084594604,3237.179931640625,3237.179931640625,3244.909912109375,3232.429931640625,3241.860107421875,3420380000
2020-01-08,^GSPC,S&P 500,0.004902451368978156,0.004890473485641422,3253.050048828125,3253.050048828125,3267.070068359375,3236.669921875,3238.590087890625,3720890000
2020-01-09,^GSPC,S&P 500,0.006655262605488987,0.006633214116906316,3274.699951171875,3274.699951171875,3275.580078125,3263.669921875,3266.030029296875,3638390000
2020-01-10,^GSPC,S&P 500,-0.002855178689662563,-0.002859262487506342,3265.35009765625,3265.35009765625,3282.989990234375,3260.860107421875,3281.81005859375,3212970000
2020-01-13,^GSPC,S&P 500,0.006976215252569862,0.006951994045934384,3288.1298828125,3288.1298828125,3288.1298828125,3268.429931640625,3271.1298828125,3456380000
2020-01-14,^GSPC,S&P 500,-0.001514532772802224,-0.0015156808368956831,3283.14990234375,3283.14990234375,3294.25,3277.18994140625,3285.35009765625,3665130000
2020-01-15,^GSPC,S&P 500,0.0018701968845122874,0.0018684502436876471,3289.2900390625,3289.2900390625,3298.659912109375,3280.68994140625,3282.27001953125,3716840000
2020-01-16,^GSPC,S&P 500,0.00836655302646827,0.008331747422232638,3316.81005859375,3316.81005859375,3317.110107421875,3302.820068359375,3302.969970703125,3535080000
2020-01-17,^GSPC,S&P 500,0.003862162248501333,0.0038547232474837045,3329.6201171875,3329.6201171875,3329.8798828125,3318.860107421875,3323.659912109375,3698170000
2020-01-21,^GSPC,S&P 500,-0.0026519776473655776,-0.002655500369584729,3320.7900390625,3320.7900390625,3329.7900390625,3316.610107421875,3321.030029296875,4105340000
2020-01-22,^GSPC,S&P 500,0.0002890760711180551,0.0002890342966814785,3321.75,3321.75,3337.77001953125,3320.0400390625,3330.02001953125,3619850000
2020-01-23,^GSPC,S&P 500,0.0011409766124783616,0.001140326193358021,3325.5400390625,3325.5400390625,3326.8798828125,3301.8701171875,3315.77001953125,3764860000
2020-01-24,^GSPC,S&P 500,-0.009042160974207403,-0.00908328942619363,3295.469970703125,3295.469970703125,3333.179931640625,3281.530029296875,3333.10009765625,3707130000
2020-01-27,^GSPC,S&P 500,-0.015730711659182384,-0.015855752356843666,3243.6298828125,3243.6298828125,3258.85009765625,3234.5,3247.159912109375,3823100000
2020-01-28,^GSPC,S&P 500,0.010053584595046017,0.01000338350035257,3276.239990234375,3276.239990234375,3285.780029296875,3253.219970703125,3255.35009765625,3526720000
2020-01-29,^GSPC,S&P 500,-0.0008668741908683941,-0.0008672501435853519,3273.39990234375,3273.39990234375,3293.469970703125,3271.889892578125,3289.4599609375,3584500000
2020-01-30,^GSPC,S&P 500,0.003134358792605374,0.0031294569302104946,3283.659912109375,3283.659912109375,3285.909912109375,3242.800048828125,3256.449951171875,3787250000
2020-01-31,^GSPC,S&P 500,-0.01770582037552626,-0.017864443571362187,3225.52001953125,3225.52001953125,3282.330078125,3214.679931640625,3282.330078125,4527830000
2020-02-03,^GSPC,S&P 500,0.007254613892351713,0.00722842576123206,3248.919921875,3248.919921875,3268.43994140625,3235.659912109375,3235.659912109375,3757910000
2020-02-04,^GSPC,S&P 500,0.014980414164082134,0.014869315917506398,3297.590087890625,3297.590087890625,3306.919921875,3280.610107421875,3280.610107421875,3995320000
2020-02-05,^GSPC,S&P 500,0.01125059589785371,0.011187778658973357,3334.68994140625,3334.68994140625,3337.580078125,3313.75,3324.909912109375,4117730000
2020-02-06,^GSPC,S&P 500,0.003325672876785646,0.0033201550570023386,3345.780029296875,3345.780029296875,3347.9599609375,3334.389892578125,3344.919921875,3868370000
2020-02-07,^GSPC,S&P 500,-0.005400853672730133,-0.005415491009459927,3327.7099609375,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3730650000
2020-02-10,^GSPC,S&P 500,0.007326397804890528,0.007299690120573743,3352.090087890625,3352.090087890625,3352.260009765625,3317.77001953125,3318.280029296875,3450350000
2020-02-11,^GSPC,S&P 500,0.0016884725532351208,0.001687048686003223,3357.75,3357.75,3375.6298828125,3352.719970703125,3365.8701171875,3760550000
2020-02-12,^GSPC,S&P 500,0.006462646466197652,0.006441853105203066,3379.449951171875,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3926380000
2020-02-13,^GSPC,S&P 500,-0.0016304457368023773,-0.0016317763599893453,3373.93994140625,3373.93994140625,3385.090087890625,3360.52001953125,3365.89990234375,3498240000
2020-02-14,^GSPC,S&P 500,0.0018435333204338544,0.0018418360984853166,3380.159912109375,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3398040000
2020-02-18,^GSPC,S&P 500,-0.002919942636890105,-0.002924213986148061,3370.2900390625,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3746720000
2020-02-19,^GSPC,S&P 500,0.004705785881164548,0.004694748284284955,3386.14990234375,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3600150000
2020-02-20,^GSPC,S&P 500,-0.00381551976362815,-0.0038228174279968385,3373.22998046875,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4007320000
2020-02-21,^GSPC,S&P 500,-0.01051810302712286,-0.010573809232820253,3337.75,3337.75,3360.760009765625,3328.449951171875,3360.5,3899270000
2020-02-24,^GSPC,S&P 500,-0.03351362667122315,-0.034088079420440565,3225.889892578125,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4842960000
2020-02-25,^GSPC,S&P 500,-0.030279995565056117,-0.03074790437535313,3128.2099609375,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5591510000
2020-02-26,^GSPC,S&P 500,-0.0037785406053220116,-0.0037856973235292912,3116.389892578125,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5478110000
2020-02-27,^GSPC,S&P 500,-0.04416324258407911,-0.045168136352262245,2978.760009765625,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7058840000
2020-02-28,^GSPC,S&P 500,-0.008238340444361891,-0.008272463109652683,2954.219970703125,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8563850000
2020-03-02,^GSPC,S&P 500,0.046039229006110016,0.04501086876941329,3090.22998046875,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6376400000
2020-03-03,^GSPC,S&P 500,-0.028107896121075893,-0.02851048492291497,3003.3701171875,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6355940000
2020-03-04,^GSPC,S&P 500,0.04220259077449118,0.04133634936063402,3130.1201171875,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5035480000
2020-03-05,^GSPC,S&P 500,-0.033922077046888544,-0.03451078243998218,3023.93994140625,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5575550000
