Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-12-16,60.70000076293945,53.08000183105469,61.119998931884766,30.81999969482422,81.66999816894531,90.29000091552734,63.0,37.880001068115234,64.16000366210938,101.97000122070312,123.70999908447266
2019-12-17,60.790000915527344,53.029998779296875,61.15999984741211,30.940000534057617,81.58999633789062,90.08000183105469,62.900001525878906,37.470001220703125,64.37000274658203,101.86000061035156,124.26000213623047
2019-12-18,60.709999084472656,53.38999938964844,61.38999938964844,30.809999465942383,81.25,90.06999969482422,62.79999923706055,38.0,64.62999725341797,102.0,124.37999725341797
2019-12-19,60.91999816894531,53.880001068115234,61.369998931884766,30.799999237060547,81.47000122070312,90.72000122070312,63.13999938964844,38.36000061035156,64.6500015258789,102.4000015258789,124.7699966430664
2019-12-20,60.880001068115234,53.93000030517578,61.36000061035156,30.68000030517578,81.44000244140625,90.94999694824219,63.099998474121094,38.2400016784668,64.58999633789062,102.69999694824219,124.55000305175781
2019-12-23,61.04999923706055,53.790000915527344,61.9900016784668,30.610000610351562,82.11000061035156,91.20999908447266,62.83000183105469,38.0099983215332,63.9900016784668,103.11000061035156,124.26000213623047
2019-12-24,61.119998931884766,53.779998779296875,61.959999084472656,30.68000030517578,81.77999877929688,91.23999786376953,62.90999984741211,38.060001373291016,64.08000183105469,102.9800033569336,124.54000091552734
2019-12-26,61.38999938964844,54.189998626708984,61.939998626708984,30.850000381469727,81.97000122070312,91.91999816894531,62.970001220703125,38.290000915527344,64.19000244140625,102.91000366210938,126.05999755859375
2019-12-27,61.15999984741211,54.09000015258789,61.68000030517578,30.770000457763672,81.9000015258789,91.91000366210938,63.25,38.43000030517578,64.37999725341797,102.94000244140625,126.05000305175781
2019-12-30,60.970001220703125,53.529998779296875,59.70000076293945,30.68000030517578,81.5199966430664,91.37999725341797,62.91999816894531,38.400001525878906,64.37000274658203,101.66000366210938,125.23999786376953
2019-12-31,61.41999816894531,53.630001068115234,60.040000915527344,30.780000686645508,81.47000122070312,91.66999816894531,62.97999954223633,38.66999816894531,64.62000274658203,101.86000061035156,125.41999816894531
2020-01-02,60.70000076293945,54.2599983215332,60.58000183105469,31.079999923706055,83.01000213623047,93.38999938964844,62.47999954223633,38.220001220703125,63.810001373291016,102.12999725341797,126.91000366210938
2020-01-03,59.720001220703125,53.90999984741211,60.400001525878906,30.75,82.8499984741211,92.33999633789062,62.380001068115234,38.5,63.939998626708984,101.23999786376953,125.83000183105469
2020-01-06,59.459999084472656,54.630001068115234,60.869998931884766,30.729999542236328,82.87999725341797,92.55999755859375,62.5099983215332,38.5099983215332,64.0,101.87000274658203,126.18000030517578
2020-01-07,59.38999938964844,54.70000076293945,60.709999084472656,30.530000686645508,82.70999908447266,92.5199966430664,62.029998779296875,38.09000015258789,63.90999984741211,101.66999816894531,125.9800033569336
2020-01-08,59.599998474121094,55.09000015258789,59.709999084472656,30.729999542236328,82.98999786376953,93.51000213623047,62.2599983215332,38.279998779296875,63.880001068115234,102.33000183105469,126.36000061035156
2020-01-09,59.81999969482422,55.380001068115234,60.150001525878906,30.920000076293945,83.33999633789062,94.56999969482422,62.70000076293945,38.27000045776367,64.2300033569336,102.7699966430664,127.02999877929688
2020-01-10,59.58000183105469,55.15999984741211,59.810001373291016,30.690000534057617,82.75,94.3499984741211,62.65999984741211,38.63999938964844,64.4000015258789,102.80000305175781,126.33999633789062
2020-01-13,60.349998474121094,55.68000030517578,59.83000183105469,30.899999618530273,83.43000030517578,95.52999877929688,63.06999969482422,39.11000061035156,64.79000091552734,102.44000244140625,126.73999786376953
2020-01-14,60.099998474121094,55.540000915527344,59.84000015258789,30.84000015258789,83.44000244140625,95.08000183105469,63.09000015258789,38.91999816894531,64.9800033569336,103.05999755859375,126.69999694824219
2020-01-15,60.5099983215332,55.810001373291016,59.400001525878906,30.670000076293945,83.56999969482422,95.19000244140625,63.540000915527344,39.189998626708984,65.88999938964844,103.94999694824219,126.41000366210938
2020-01-16,60.869998931884766,56.2400016784668,59.5,30.940000534057617,84.4000015258789,96.47000122070312,63.709999084472656,39.540000915527344,66.30000305175781,104.48999786376953,127.54000091552734
2020-01-17,61.13999938964844,56.68000030517578,59.119998931884766,31.030000686645508,84.41000366210938,97.12000274658203,63.81999969482422,39.59000015258789,66.76000213623047,104.48999786376953,127.98999786376953
2020-01-21,60.47999954223633,56.630001068115234,58.060001373291016,30.770000457763672,83.4800033569336,97.08000183105469,64.04000091552734,39.9900016784668,67.37000274658203,104.5999984741211,127.5999984741211
2020-01-22,60.2400016784668,56.599998474121094,57.5,30.860000610351562,83.04000091552734,97.43000030517578,64.08999633789062,39.66999816894531,67.58000183105469,104.7300033569336,127.54000091552734
2020-01-23,60.16999816894531,56.369998931884766,57.279998779296875,30.780000686645508,83.94000244140625,97.88999938964844,64.02999877929688,40.04999923706055,68.18000030517578,104.19999694824219,127.7300033569336
2020-01-24,59.7400016784668,55.689998626708984,56.619998931884766,30.389999389648438,83.55000305175781,97.43000030517578,63.59000015258789,39.9900016784668,68.36000061035156,102.45999908447266,125.94999694824219
2020-01-27,58.45000076293945,54.81999969482422,55.04999923706055,29.920000076293945,81.97000122070312,95.11000061035156,63.38999938964844,39.81999969482422,68.19000244140625,101.68000030517578,124.06999969482422
2020-01-28,59.11000061035156,55.45000076293945,55.29999923706055,30.270000457763672,82.5,96.93000030517578,63.470001220703125,39.91999816894531,68.47000122070312,102.18000030517578,125.27999877929688
2020-01-29,59.29999923706055,55.36000061035156,54.720001220703125,30.219999313354492,82.94000244140625,97.18000030517578,63.150001525878906,39.709999084472656,68.6500015258789,101.9000015258789,125.20999908447266
2020-01-30,58.93000030517578,54.79999923706055,55.15999984741211,30.600000381469727,83.02999877929688,98.0199966430664,63.900001525878906,39.79999923706055,69.29000091552734,101.16000366210938,125.0
2020-01-31,57.630001068115234,53.90999984741211,53.439998626708984,29.959999084472656,81.11000061035156,95.33000183105469,63.18000030517578,39.22999954223633,68.9800033569336,99.13999938964844,125.31999969482422
2020-02-03,58.84000015258789,54.54999923706055,52.7400016784668,30.170000076293945,81.08000183105469,96.58999633789062,63.18000030517578,39.27000045776367,69.19999694824219,100.04000091552734,126.20999908447266
2020-02-04,59.880001068115234,55.119998931884766,52.93000030517578,30.459999084472656,82.61000061035156,99.12000274658203,63.560001373291016,39.779998779296875,68.51000213623047,101.80000305175781,128.50999450683594
2020-02-05,60.9900016784668,55.209999084472656,54.91999816894531,31.06999969482422,83.98999786376953,99.69999694824219,64.06999969482422,39.75,68.79000091552734,103.76000213623047,129.16000366210938
2020-02-06,60.959999084472656,55.900001525878906,54.36000061035156,31.030000686645508,84.26000213623047,100.61000061035156,64.18000030517578,39.91999816894531,68.80999755859375,103.8499984741211,128.8699951171875
2020-02-07,60.09000015258789,55.86000061035156,53.97999954223633,30.920000076293945,83.6500015258789,99.69000244140625,64.26000213623047,39.939998626708984,68.58999633789062,103.04000091552734,128.30999755859375
2020-02-10,60.060001373291016,56.189998626708984,53.709999084472656,31.010000228881836,84.12000274658203,101.04000091552734,64.52999877929688,40.400001525878906,68.8499984741211,103.58999633789062,129.75999450683594
2020-02-11,60.38999938964844,56.130001068115234,54.310001373291016,31.1200008392334,84.44000244140625,100.69999694824219,64.29000091552734,40.88999938964844,69.0999984741211,104.20999908447266,130.77999877929688
2020-02-12,60.720001220703125,56.86000061035156,55.040000915527344,31.139999389648438,85.2300033569336,101.79000091552734,64.26000213623047,41.150001525878906,69.1500015258789,104.33999633789062,132.1199951171875
2020-02-13,60.5,56.869998931884766,54.869998931884766,31.1299991607666,84.75,101.5199966430664,64.63999938964844,41.400001525878906,69.91999816894531,103.8499984741211,131.88999938964844
2020-02-14,60.5099983215332,56.939998626708984,54.58000183105469,31.170000076293945,84.63999938964844,101.95999908447266,64.79000091552734,41.880001068115234,70.38999938964844,103.93000030517578,131.69000244140625
2020-02-18,60.36000061035156,57.31999969482422,54.130001068115234,30.899999618530273,84.16000366210938,101.58000183105469,64.55999755859375,41.84000015258789,70.9800033569336,103.55999755859375,131.67999267578125
2020-02-19,60.52000045776367,57.58000183105469,54.849998474121094,31.1299991607666,84.12999725341797,102.79000091552734,64.48999786376953,41.25,70.20999908447266,104.04000091552734,132.27000427246094
2020-02-20,60.619998931884766,56.9900016784668,54.790000915527344,31.06999969482422,84.01000213623047,101.72000122070312,64.54000091552734,41.709999084472656,70.45999908447266,103.37000274658203,132.32000732421875
2020-02-21,60.34000015258789,56.119998931884766,54.13999938964844,30.770000457763672,83.58999633789062,99.44000244140625,64.6500015258789,41.93000030517578,70.33000183105469,103.43000030517578,130.3000030517578
2020-02-24,58.63999938964844,54.2400016784668,51.63999938964844,29.770000457763672,81.20999908447266,95.33000183105469,63.15999984741211,41.369998931884766,69.51000213623047,100.16999816894531,125.81999969482422
2020-02-25,56.11000061035156,52.790000915527344,49.36000061035156,28.760000228881836,77.9000015258789,92.27999877929688,62.02000045776367,40.33000183105469,68.05000305175781,97.12999725341797,122.45999908447266
2020-02-26,55.91999816894531,52.689998626708984,47.869998931884766,28.549999237060547,77.30999755859375,92.69999694824219,61.66999816894531,39.97999954223633,67.36000061035156,97.12000274658203,121.48999786376953
2020-02-27,53.29999923706055,50.61000061035156,45.310001373291016,27.329999923706055,74.44000244140625,87.69999694824219,59.15999984741211,37.720001220703125,64.33000183105469,93.81999969482422,116.58000183105469
