Symbol,Name,Date,Log Return
^GSPC,S&P 500,2020-03-24,0.089683235
^GSPC,S&P 500,2020-03-13,0.08880841
^GSPC,S&P 500,2020-04-06,0.06796824
^GSPC,S&P 500,2020-03-26,0.06054383
^GSPC,S&P 500,2020-03-17,0.058226313
