Symbol,Name,Date,Log Return
^GSPC,S&P 500,2020-03-16,-0.11662801
^GSPC,S&P 500,2020-03-12,-0.1012333
^GSPC,S&P 500,2020-03-09,-0.098266125
^GSPC,S&P 500,2020-06-11,-0.080398776
^GSPC,S&P 500,2020-03-18,-0.06607177
