USA_StringencyIndex_Sum,USA_StringencyLegacyIndex_Sum,USA_GovernmentResponseIndex_Sum,USA_ContainmentHealthIndex_Sum,USA_EconomicSupportIndex_Sum
4.33676772005856,4.355425829067826,4.322807352989912,4.348857557401061,4.151040077209473
