Symbol,S&P 500 Log Return,Predicted S&P 500 Log Return,Actual - Predicted,Return Beta,Constant,R2,Return p value
GRMN,0.109182654714993,0.05756945865662595,0.051613196058367075,0.9784078970142002,9.020107043123814e-06,0.23,8.025786720773362e-05
GS,-0.0800146171431928,-0.07282189098575886,-0.007192726157433632,1.5835290202535606,-0.0008683620209107152,0.62,2.392635051451473e-14
GWW,0.2724017735655604,-0.4176767707127462,0.690078544278307,1.4088956850676366,-0.002649650002202945,0.35,4.1152998379226753e-07
HAL,-0.4413342093619925,-0.03625289444610838,-0.405081314915884,1.5403472354873227,-0.0006607292166956374,0.21,0.00013999325960133203
HAS,-0.10754689546109741,-0.11356693109141221,0.00602003563031471,0.9839251369580104,-0.0009029557509162631,0.22,0.00010933851820943434
HBAN,-0.1910552045645293,-0.3614623987797574,0.1704071942152278,1.0926652466558961,-0.0022545794748441072,0.32,1.3081899597519394e-06
HBI,-0.09846421585530288,-0.5267948702095425,0.42833065435423945,1.4501709701310344,-0.0032426031733736923,0.19,0.000406009311484488
HCA,-0.0022012604628800433,-0.01033578304329829,0.008134522580418226,1.3905601881254455,-0.0004773730447688489,0.42,1.1918142275067809e-08
HD,0.12893936133345818,-0.117789683507074,0.24672904484053196,1.0528074590186887,-0.0009463408402220221,0.28,7.150277501430596e-06
HES,-0.3812215338683136,-0.5206971258500731,0.13947559198176007,1.7071773376468855,-0.003288236416180205,0.21,0.0001374717155109648
HFC,-0.6596193763219227,-0.8079885567422402,0.14836918042031721,1.0577900530683828,-0.004619124951409106,0.11,0.007676119084893865
HIG,-0.2506752535752268,-0.2691869267684578,0.01851167319323073,0.4005574539255726,-0.0015535183741379305,0.06,0.06327428466950612
HII,-0.36263242891229286,-0.4325438132251862,0.0699113843128931,0.9424790056276341,-0.0025870516497371087,0.14,0.0030074590399497662
HLT,-0.06291262765580007,0.08274708497108535,-0.14565971262688535,1.5128521600138711,-1.939872014848763e-05,0.54,7.058454709629861e-12
HOLX,0.27523711627454794,0.2629140121223677,0.012323104152180507,0.4524211582892262,0.0012610516906159496,0.08,0.025614508629144987
HON,0.10826458485237644,-0.2632290572173924,0.3714936420697688,1.3311887042348038,-0.001804515399535787,0.63,7.144458804796311e-15
HPE,-0.3555895270760563,-0.802549969480383,0.44696044240432586,1.5080012587519915,-0.004726952099554512,0.25,3.0772998539181824e-05
HPQ,-0.13435969080505306,0.12142103603459328,-0.2557807268396459,1.0390252964951534,0.00033024306305966706,0.42,1.015813268311928e-08
HRL,0.0737983203716639,0.3681913028892394,-0.29439298251757545,0.1640566009656286,0.0019086306722459697,0.01,0.40346398161067387
HSIC,-0.11580083878909253,0.1028720324280239,-0.2186728712171166,0.6298832427340654,0.0003558588205785926,0.11,0.0072404684728075725
HST,-0.23200973538588082,-0.27581168943972806,0.04380195405384731,1.0709910681889845,-0.0017924068638729878,0.32,1.2824236568833044e-06
HSY,-0.04127906714688834,0.28322075202726116,-0.3244998191741493,0.022848304081206194,0.0014995529788657705,0.0,0.9181801236302131
HUM,0.1353921924037893,0.11354327120960114,0.02184892119418814,1.3175731988813493,0.00020372856565448516,0.24,5.506421790399552e-05
HWM,-0.421143547132079,0.16859431492476443,-0.5897378620568432,0.6785207644532862,0.0006906713340387274,0.07,0.04281862809281585
IBM,-0.2554612105448735,0.22806391160585937,-0.4835251221507329,0.6249362416806454,0.0010232757686961804,0.08,0.021879793127504526
ICE,0.04036077274066763,0.16262032676783272,-0.12225955402716493,-0.4534657343452344,0.0010027461350017152,0.04,0.1374146259838782
IDXX,0.4440837909691657,0.15623900540911806,0.2878447855600477,0.9752631962338355,0.0005348133535340683,0.21,0.00014493310007488802
IEX,0.10716253906160045,0.008181143533517475,0.09898139552808295,1.0499166133105633,-0.0002754051285487892,0.36,1.894259742311597e-07
IFF,-0.17976261626302215,-0.10789458335767507,-0.07186803290534706,0.6183130451911304,-0.0007617256453998345,0.04,0.14040875298668837
ILMN,0.01849535833854609,-0.15255699597652006,0.17105235431506588,0.6705912850313057,-0.0010151716672227836,0.08,0.024904431153274377
INCY,0.0013337451190444938,-0.32341683748395766,0.32475058260300205,0.9229259882108863,-0.002000649603534748,0.07,0.03556218971916404
INFO,0.12238888639202997,0.25071722365053467,-0.12832833725850465,0.6994922653583368,0.001121125029906461,0.3,4.022506724211752e-06
INTC,-0.3895002749797287,0.19235384308427958,-0.581854118064008,1.3123332531335166,0.0006245254170236061,0.22,0.00010715313740570008
INTU,0.15528601880834003,0.21301353748760823,-0.05772751867926812,1.0745811203952114,0.0008066368104598109,0.24,5.302620321032209e-05
IP,0.11470776350764034,-0.4744069030526318,0.5891146665602721,1.4729548710799005,-0.0029708645935391325,0.39,5.1137351958425826e-08
IPG,-0.16636313590897345,0.17228795581272768,-0.3386510917217013,0.8758886634762728,0.0006503660413641091,0.16,0.0012513119634720714
IPGP,0.3339083450181404,-0.43933689158700306,0.7732452366051428,2.6995140023449564,-0.003156900621959378,0.37,1.3982241871269283e-07
IQV,0.05641122750131711,0.12590533009003804,-0.069494102588721,1.1669678652419109,0.00031523195637696787,0.33,7.262949725961063e-07
IR,0.12700452772636117,0.09162109882941143,0.03538342889694987,1.308524011315905,8.987003989867963e-05,0.39,4.583723789087326e-08
IRM,-0.28217457050805494,0.0025935833989686567,-0.28476815390702326,0.09046470603495216,-1.3683831988362167e-05,0.0,0.7621546443914379
ISRG,0.2031426203058384,-0.019667578281846034,0.22281019858768444,1.3293990709378984,-0.0005084320003528765,0.44,2.3996993001957962e-09
IT,0.027465785002696044,-0.20394714312281087,0.23141292812550718,0.456208755088626,-0.001223402844087694,0.04,0.0977717803948767
ITW,0.12014432412390352,-0.04821881507388287,0.16836313919778634,1.3487116367976468,-0.0006661666510655833,0.68,9.749362096721965e-17
IVZ,-0.1302259183952863,-0.27654517125589334,0.14631925286060704,1.6992357006385586,-0.0019871434611890442,0.43,4.293587807165537e-09
J,0.017682262061920362,0.08566484796377806,-0.06798258590185777,0.7056743116298109,0.00024130900781854252,0.13,0.003493128464640594
JBHT,0.1594946006141189,-0.28838167526654856,0.4478762758806675,0.7474415626913433,-0.0017609873458225601,0.12,0.005355072926934801
JCI,0.06189923506609319,-0.25001263135126917,0.3119118664173622,1.1797350367600479,-0.0016882098143478322,0.38,6.186154618656866e-08
JKHY,-0.07363905361951686,0.2199723204579595,-0.2936113740774763,1.2082217939801216,0.000803057026986424,0.35,2.768196963525907e-07
JNJ,0.006424807716924443,0.2092689720120752,-0.20284416429515081,0.4568172142782506,0.0009743703900527718,0.21,0.00016963204369265208
JNPR,-0.09385289134777786,-0.239861752582771,0.14600886123499301,0.30942211024899463,-0.0013698502043336615,0.02,0.25079835481081253
JPM,-0.18665125442572617,-0.06457165040779722,-0.12207960401792875,1.298847689986564,-0.000738003184243365,0.57,7.726726315918559e-13
K,-0.008178159988164974,0.04264358198609913,-0.050821741974264076,0.17190176224430115,0.0001746108188759465,0.01,0.5708655390256665
KEY,-0.2827945440571513,-0.15442025468534154,-0.12837428937180972,1.4546841084035622,-0.0012632580407039363,0.49,2.150413940992195e-10
KEYS,0.16459835959738453,-0.652498073182221,0.8170964327796049,1.8605797064464622,-0.0040359026685610425,0.4,3.182424296668852e-08
KHC,0.14622062960611215,-0.4749060619707948,0.6211266915769074,0.3640178823095401,-0.0026366698615975107,0.02,0.26908615253193474
KIM,-0.2663592554299061,-0.48315609669836634,0.21679684126846036,0.21525793922072917,-0.002635365821052952,0.01,0.45898285662151006
KLAC,0.31107951376366305,-0.5251043127757375,0.8361838265394006,2.3674300765057064,-0.0035122367554952325,0.39,3.923794654440021e-08
KMB,-0.02414680642224276,0.19865103005580742,-0.2227978364780503,0.3459873049463057,0.0009515575819864517,0.09,0.01631301676057968
KMI,-0.5233891579626553,0.08630732120146282,-0.6096964791641182,0.8289547630185827,0.00020727884514319377,0.23,7.787124904641968e-05
KMX,-0.04755247766042103,-0.1249217676198938,0.0773692899594727,1.0125863678521378,-0.0009720599306417325,0.16,0.0010175185394771073
KO,-0.11175721874997135,0.30762042877523754,-0.4193776475252091,0.37350081789317824,0.0015228245600816008,0.1,0.010733246596619873
KR,0.0843560332229285,0.2120835497375493,-0.12772751651462083,0.44969548406234816,0.000991504839368506,0.04,0.10115367973932123
KSU,0.058785468349954684,0.2558944927956283,-0.19710902444567371,0.8467181355819047,0.0011039424803567363,0.25,2.8502346171214756e-05
L,-0.23881211885577747,-0.011946154569352245,-0.2268659642864248,1.1567401071413508,-0.00041491384579553207,0.34,4.7117589066312185e-07
LB,0.3335644014675579,0.5647827138905634,-0.23121831242300547,1.905370905455163,0.0024253893954314103,0.1,0.012045149614072617
LDOS,-0.20048603801060239,0.7085671219558979,-0.9090531599665006,0.6648444110673153,0.003567021434529456,0.06,0.052264004049030525
LEG,-0.07164838183334421,-0.7240390820016133,0.6523907001682697,1.1441915512291065,-0.004198830443669681,0.37,1.117210729068212e-07
LEN,0.07069494471452573,0.49933584668645986,-0.4286409019719346,0.06357986813371522,0.0026367287666662284,0.0,0.8347293547416954
LH,0.04976765839618835,0.15123450206951478,-0.10146684367332634,0.8140964612050553,0.0005571495363263776,0.18,0.0005512550233456936
LHX,-0.15104310878491578,0.2639851537711126,-0.41502826255602826,0.3379026825807061,0.0013015352952102934,0.03,0.17211895881078249
LIN,0.1444723204626559,-0.0605574950095658,0.20502981547222168,1.2689265202956357,-0.0007075624627189307,0.5,1.1211668022425203e-10
LKQ,0.05826893352706457,-0.36145055095309675,0.4197194844801615,1.2232229409934663,-0.0022941745576312783,0.37,9.836305943891082e-08
LLY,0.010946071758118237,0.516487682025068,-0.50554161026695,0.7256314703655861,0.00252685765636151,0.2,0.00021841919965367936
LMT,-0.1468506103326268,0.1961600929318869,-0.3430107032645137,0.5306696225732269,0.0008822089600445755,0.12,0.0064658270467457014
LNC,-0.37855474973061787,-0.27278265023092463,-0.10577209949969353,2.0219479429441636,-0.002065156869858088,0.57,9.229779195957277e-13
LNT,-0.05655523376978965,0.3696956917836023,-0.42625092555339156,-0.10292389706596494,0.0019977305281483676,0.01,0.49196031489488756
LOW,0.2545944432033389,0.005908402407063841,0.2486860407962753,1.0280510234691187,-0.00028085230262142396,0.29,4.729477375798673e-06
LRCX,0.24447496684204317,0.027858104442610162,0.21661686239943279,2.4531578517868344,-0.0005969879041902862,0.53,1.660369721176094e-11
LUV,-0.26352058361530695,-0.19690380228061588,-0.06661678133469048,0.8652986911352826,-0.001310203104223492,0.22,0.00012597961271665177
LVS,-0.17029574830992544,-0.11383113825782004,-0.05646461005210571,2.170428667289924,-0.001264772492765736,0.45,1.8606212505277666e-09
LW,-0.2713178275200798,0.4415610128736427,-0.7128788403937224,-0.3048460806056362,0.002441328598949952,0.01,0.35793089226483854
LYB,-0.06699014225184463,-0.855247900905834,0.7882577586539887,2.05125724742923,-0.005172279259753476,0.52,2.9082180735338972e-11
LYV,-0.1409192853822372,0.14225816210739903,-0.28317744748963614,1.6554434771356334,0.0002538361355025531,0.24,5.5628127124204165e-05
MA,-0.028048157249531677,0.3768665817128083,-0.40491473896234,1.2529725355370671,0.0016240075195690896,0.55,3.699789400376922e-12
MAA,-0.09149063436567229,0.10109062843737829,-0.1925812628030505,0.2144956521633596,0.0004725610771342477,0.02,0.2496461579026837
MAR,-0.207217433838613,-0.05909021106742206,-0.14812722277119064,1.6842064189902783,-0.0008259028581963432,0.51,5.005662805563386e-11
MAS,0.2027278661624905,-0.27387920204868327,0.4766070682111738,1.2551420663181083,-0.0018380652388166737,0.38,6.123129796092469e-08
MCD,-0.010958147860054446,0.2060248973280332,-0.2169830451880875,0.5884052104695244,0.000917143606821112,0.24,4.669746863724706e-05
MCHP,0.1386290281109632,0.0008248884591862057,0.1378041396517771,2.379634983645597,-0.0007184483572947616,0.46,8.186757132059554e-10
MCK,0.08540806781267475,0.10576475705915489,-0.02035668924647998,1.4256013811054624,0.00012953893422692456,0.26,2.207362954587486e-05
MCO,-0.03531539011895912,0.5881900093718756,-0.6235053994908347,0.9933626633331543,0.002826927196767104,0.45,1.6797531810573062e-09
MDLZ,-0.02113231088847556,0.26607434949272285,-0.2872066603811984,0.42438072267916904,0.0012863795365719685,0.05,0.08850061158120073
MDT,-0.011225615400833888,-0.12817057583579836,0.1169449604349643,0.9283896063561465,-0.0009637652829732317,0.28,1.0165412699638734e-05
MET,-0.14632910453548176,-0.09616035826360272,-0.050168746271878985,1.312088609590237,-0.0009100502774145747,0.59,2.0165377618664015e-13
MGM,-0.21430150589983255,-0.218238801107753,0.0039372952079201745,1.628424615479351,-0.0016554936745867338,0.33,7.038166963301136e-07
MHK,-0.0643913390129649,-0.4338320168900065,0.3694406778770417,1.2662761667075852,-0.0026922601693452728,0.18,0.0005327035061199309
MKC,0.11825030163165451,0.10421724140883432,0.014033060222820254,-0.39653712849460476,0.0006747988368477572,0.05,0.0844397155673952
MKTX,0.4255729927914569,-0.3637825504109195,0.7893555432023762,0.20492776499530624,-0.001997262263666229,0.01,0.5123790715074252
MLM,0.02092615113206353,-0.16405056436691873,0.18497671549898237,0.7701553368419751,-0.0011065511678227814,0.11,0.009188353755826927
MMC,-0.044616794446659114,0.19149814629061482,-0.236114940737274,0.8287640347475927,0.0007668624459814781,0.47,6.840106624726749e-10
MMM,0.0635220788165061,-0.4385035192542006,0.5020255980707067,1.1376350441591798,-0.002678032659382348,0.21,0.00018536631881786546
MNST,0.18141735303105386,0.40385699295346045,-0.22243963992240628,0.6853291637874652,0.0019400004435377303,0.27,1.565296222792931e-05
MO,-0.11267310358101001,-0.20563329844865422,0.09296019486764419,0.12947308518426628,-0.0011331227837977876,0.0,0.5998085454047248
MOS,-0.02141170937338989,-0.6748008877054735,0.6533891783320832,2.490888055106116,-0.004345996631822141,0.34,4.769978337962491e-07
MPC,-0.42914413356148007,-0.595610360585413,0.1664662270239321,1.3594600223715305,-0.0035810887292389735,0.16,0.0010196666447069818
MRK,-0.011159643468836578,-0.1918049294612097,0.18064528599237317,0.4717470981007111,-0.0011635365161299033,0.07,0.0324966721922486
MRO,-0.7271475783956463,-0.722398027317146,-0.004749551078500093,1.5563199237434422,-0.004315289221559743,0.19,0.00032469951147886525
MS,0.005313495175684579,0.0748954003875794,-0.06958190521189452,1.8243007467534815,-0.00015576837901725728,0.61,5.506319127582994e-14
MSCI,0.15662106773304618,0.5997063993365527,-0.44308533160350627,1.3270171496028338,0.0027868339643497262,0.33,7.700259911802799e-07
MSFT,0.14503189371629066,0.41433894579905894,-0.2693070520827683,1.3315248289654933,0.0017994676219067857,0.52,2.0939127400208354e-11
MSI,-0.08765630401812174,0.30614718227017024,-0.3938034862882918,0.5706580441401926,0.0014550998176247254,0.12,0.004952812836995263
MTB,-0.34781645376482473,-0.0998038302016322,-0.24801262356319242,0.9471919865109096,-0.0008185897344038426,0.24,5.480651933246154e-05
MTD,0.43274733212739314,-0.06576291591100386,0.49851024803839716,1.2433685155823828,-0.0007274873922426428,0.34,6.247354535444962e-07
MU,-0.034942519267569416,0.22058921620772476,-0.2555317354752941,2.4788303707390855,0.00042037931963984326,0.39,3.6052306970506445e-08
MXIM,0.25036460194536136,-0.09238598562568004,0.3427505875710414,1.9192830962300313,-0.0010744147496758443,0.58,3.357359174667309e-13
NCLH,-0.9529005129094914,-0.33708572789064417,-0.6158147850188472,1.4888138166816816,-0.0022452501116776184,0.29,4.815463353814322e-06
NDAQ,0.0875751382258203,0.268431058567888,-0.18085592034206768,0.2698057453232993,0.0013458687973929508,0.03,0.14248392298612028
NEE,0.11699388173334221,0.5528749498250284,-0.4358810680916855,-0.22269981218365134,0.0030084713220046486,0.02,0.2165750387141351
NEM,0.3529209101170037,0.7264933695879887,-0.3735724594709849,-0.613528632148066,0.004050691411528227,0.11,0.008399880526253935
NFLX,0.22335584558697974,0.5511098570731396,-0.3277540114861601,1.3515020524829342,0.0025209042033149747,0.19,0.00039770690962323584
NI,-0.20441599206006655,0.3715466537380626,-0.5759626457981296,0.0033791257992054693,0.0019752855473579765,0.0,0.9832386324337257
NKE,0.2247428957334323,0.10418356796533039,0.12055932776810213,0.9832854318289612,0.00025548590082172,0.32,1.1395177351395801e-06
NLOK,-0.044451837960108,-0.3464080602293785,0.3019562222692707,-1.0520803863371377,-0.0015230169495755528,0.01,0.4624156261489233
NLSN,-0.32644480179529767,-0.04694205734894127,-0.27950274444635637,1.1007682335435578,-0.0005840602922793157,0.2,0.00024064645924397047
NOC,-0.16096982786176461,0.004514576764942045,-0.1654844046267067,0.39547311911529076,-9.611489922380873e-05,0.03,0.1506973546359411
NOV,-0.7558055257578635,-0.09774298525085771,-0.6580625405070052,1.2935530070338952,-0.0009128381459316769,0.1,0.010792469591322336
NOW,0.35075059075696213,0.8084201487473841,-0.4576695579904219,0.7721143932281256,0.004065570309859888,0.07,0.03482646261768768
NRG,-0.20366451371281524,-0.11932554909632057,-0.08433896461649462,0.47758833335985845,-0.0007797822262224633,0.05,0.06670781802158403
NSC,0.13440349407186236,0.029361625738583242,0.10504186833327926,1.289116465533828,-0.0002354021492279792,0.37,1.3376064536059125e-07
NTAP,-0.06562908236300835,-0.8411285271294582,0.7754994447664498,1.8384718818373027,-0.005032540691487838,0.28,9.990891876571676e-06
NTRS,-0.12674904687092692,-0.39568729352507753,0.2689382466541504,1.5883218170899611,-0.002587187039573172,0.54,5.362247790238468e-12
NUE,0.07954278437540642,-0.653637344361652,0.7331801287370586,1.242568525476721,-0.003854236028568638,0.33,1.0505476984402553e-06
NVDA,0.5247980663090122,0.8579881802028403,-0.33319011389382774,2.3179951783746953,0.0038596545131571918,0.44,2.3924785938313204e-09
NVR,0.06868873520722296,0.19875508043248588,-0.13006634522526295,0.5041853503978094,0.0009040569268542599,0.05,0.0895316293254295
NWL,-0.008579415727992597,-0.21434422415179713,0.20576480842380448,1.276853960385884,-0.00152798501243584,0.2,0.00020374416529786107
NWS,0.13236793045124484,0.16335594846674562,-0.03098801801550078,1.0766013823004372,0.0005418870254701345,0.24,4.841440656153405e-05
NWSA,0.15032995166076368,0.1330388471764761,0.01729110448428733,1.1656843242201584,0.00035356608361554345,0.25,2.9083529698791675e-05
O,-0.23396503009890335,0.06531909420929811,-0.29928412430820156,0.09975936347063082,0.0003171391642344764,0.0,0.6245039855111143
ODFL,0.3011605989514061,0.2000872141483978,0.10107338480300822,1.3895379087359165,0.0006422087436770959,0.37,1.3258414271502644e-07
OKE,-0.8854993368340205,0.10328099759360548,-0.9887803344276256,0.6262304003455023,0.00035914375175161834,0.22,9.25845315297697e-05
OMC,-0.2979954208156421,-0.14702400516545913,-0.15097141565018285,0.7528206996725294,-0.0010107188077280128,0.26,1.843874131356172e-05
ORCL,0.026169739822932137,-0.24646275375128632,0.27263249357421837,1.0398328074194558,-0.0016268308949010891,0.4,3.2505016692688606e-08
ORLY,0.16316261090311016,-0.5310046434215816,0.6941672543246916,0.8149477519278493,-0.0030720406760305456,0.17,0.0007094598365458472
OXY,-1.2816397552510619,0.04818471278852272,-1.3298244680395837,1.139624682924127,-8.986983878116634e-05,0.15,0.0020485411659977677
PAYC,0.16246342392593238,0.8635924595558014,-0.7011290356298693,0.68498244690781,0.004385507180083537,0.03,0.18118997174225027
PAYX,0.019343411159420402,0.01624725138257643,0.003096159776843934,0.9024346555430016,-0.00018770129539720076,0.48,2.435988782991206e-10
PBCT,-0.23879332260761865,-0.268358168048135,0.02956484544051637,1.0740059525190928,-0.0017536762723987839,0.35,3.13374349013799e-07
PCAR,0.19164078437465282,-0.481520403606425,0.6731611879810783,1.338463598723293,-0.002967849398717358,0.47,5.579014242209464e-10
PEAK,-0.21455750885756109,0.14479907548167378,-0.35935658433923484,0.2877934763164015,0.0006827879269824305,0.02,0.24031713122171885
PEG,0.008116370759604589,-0.15877886030723712,0.16689523106684168,0.3192898222366166,-0.0009415556326219057,0.06,0.060626312596170975
PEP,-0.0056504563920292145,0.16284441118206272,-0.16849486757409188,0.46968535493172225,0.000723522420359048,0.18,0.0005702512605817298
PFE,0.06388275209341289,-0.11405303061066648,0.1779357827040794,0.15421857310283496,-0.0006535103696134601,0.01,0.5286899123117856
PFG,-0.18860130769536942,-0.24752990125033625,0.0589285935549666,1.6985982013066347,-0.0018326132723077235,0.67,1.6932573875360996e-16
PG,0.1399282715098451,0.06447961642829968,0.0754486550815454,0.291458376249798,0.00025444351466692673,0.06,0.05400611036939042
PGR,0.16117935594887817,0.17105480000556791,-0.00987544405668978,0.8503330776821794,0.000651569446721821,0.13,0.004129795477231912
PH,0.2012414189706755,-0.10976089034696296,0.3110023093176386,1.7723017439245143,-0.0011221875149965838,0.59,1.6734667099322772e-13
PHM,-0.08095609798824643,0.47518800034364306,-0.5561440983318897,0.32020380536008247,0.0024303308889775024,0.02,0.26566216959631433
PKG,0.2727372051835104,-0.616571300503458,0.8893085056869681,1.2264039175739903,-0.0036521660721557485,0.24,4.316539892202537e-05
PKI,0.3369112714922604,-0.09255177927181886,0.42946305076407915,1.07874871276878,-0.0008199765637121358,0.31,2.6015017631273037e-06
PLD,0.05724366680463345,0.16718927968953756,-0.10994561288490402,0.5885971176873103,0.0007105128789873828,0.11,0.007813991506869981
PM,-0.14668730088939164,0.0037998550586436043,-0.15048715594803524,0.551666262887672,-0.0001473617176438249,0.12,0.005174747463531473
PNC,-0.22232880430431834,-0.12930874922396235,-0.09302005508035613,0.9540808686167774,-0.000977623354474942,0.33,9.597993924127348e-07
PNR,0.18673693963983062,-0.22196749663912235,0.40870443627895275,1.2656688475597937,-0.0015651367530511318,0.53,1.0805743711267327e-11
PNW,-0.12666123076489644,0.4311248328515378,-0.5577860636164339,0.04929951281541872,0.0022782420145560024,0.0,0.7626989106032105
POOL,0.3777432641176403,0.29090621625832963,0.0868370478593106,0.34047287610262666,0.0014439517161253033,0.04,0.1326808858873651
PPG,0.17810145410611433,-0.42007525913370775,0.598176713239822,0.9679815558054787,-0.002528476188206018,0.33,1.038508496844979e-06
PPL,-0.16335719722489062,0.06103617863580831,-0.22439337586069896,0.22432646731180103,0.00025651929236110714,0.01,0.3396856160099204
PRGO,-0.18787748795503667,0.42736644003471386,-0.6152439279897507,0.6098606323545804,0.002087974956064996,0.03,0.1456236699200029
PRU,-0.24143552616801323,-0.28945938541181976,0.0480238592438067,1.4559729074238772,-0.0019819427738316624,0.58,3.704686158488255e-13
PSA,0.06737669628946197,0.10360917965252955,-0.0362324833630677,-0.14126176656859507,0.0005940222214787641,0.01,0.5384674287226576
PSX,-0.40795806271858037,-1.104761573982815,0.6968035112642332,1.2448993760978777,-0.0062545410120007135,0.26,1.5939994542121476e-05
PVH,-0.20607767264872479,-0.7510061244174767,0.5449284517687514,1.6484649097477173,-0.0044954498397122514,0.3,3.628461751613752e-06
PWR,0.5569359245951366,-0.4208691802156343,0.977805104810771,1.1141071736831132,-0.002577086176107215,0.32,1.6246825652140925e-06
PXD,-0.44273830346229204,-0.19007456662130928,-0.2526637368409827,1.8175067283219917,-0.0015631193514235087,0.28,8.57605154628103e-06
PYPL,0.42017885804571087,0.26169787261046745,0.15848098543524333,1.367079637006297,0.0009767469191515926,0.44,3.249839103186749e-09
QCOM,0.4656046015014237,-0.38820452593521737,0.8538091274366417,2.034843849087327,-0.002683020267587379,0.5,8.352668137214355e-11
QRVO,0.34801326429745494,-0.37681301351725416,0.7248262778147091,2.0931915221259625,-0.002640150759964968,0.42,7.617821203946497e-09
RCL,-0.45244852041590455,-0.5249783561994452,0.07252983578354094,1.850411531517441,-0.0033545176247660007,0.37,1.2115171485058963e-07
RE,-0.22380620330946677,0.13891553813455423,-0.36272174144402064,0.5983444279606451,0.0005571598013269711,0.2,0.0002734865059575383
REG,-0.32576251585969773,-0.141418364749069,-0.18434415111062857,0.2531910376402186,-0.0008291344560195564,0.02,0.24389876604658609
REGN,0.3458660006800329,0.20712556353539918,0.1387404371446338,1.292995324129386,0.0007089724723394875,0.19,0.0003058213049595761
RF,-0.09774776327406046,-0.2383093548567427,0.140561591582682,1.1888866903425535,-0.001628738242768307,0.37,1.0042229712988136e-07
RHI,0.06016972650105237,-0.16138948204439182,0.22155920854544398,1.2200378135029688,-0.0012290524239405775,0.45,1.5706468451617774e-09
RJF,-0.17210337147462607,0.15296874021819776,-0.3250721116928241,1.17152942480517,0.00045780064980330585,0.27,1.0997473558624573e-05
RL,-0.43412741842473146,-0.13456931769651945,-0.2995581007282123,1.7097240673973948,-0.0012351386888520748,0.28,7.306364836711712e-06
RMD,0.19542751519173152,0.34685807729590873,-0.15143056210417727,1.0651551809232072,0.0015214390679966808,0.34,4.994076366366309e-07
ROK,0.17960607965288755,-0.26896823111371787,0.44857431076660514,1.447548549478984,-0.0018703882958641426,0.6,8.904197914202723e-14
ROL,0.3927970900911917,0.13738543911047543,0.2554116509807165,0.5366963508848787,0.0005677471484173246,0.09,0.016890637755010828
ROP,0.02147059185612666,0.181142630891864,-0.15967203903573718,0.8761807140700411,0.0006973766638314367,0.26,1.6068131826643923e-05
ROST,-0.1283622697806761,0.08758525053281113,-0.2159475203134873,0.8260193913445826,0.00021496798779090196,0.25,2.8357817317910433e-05
RSG,0.010144260544743485,0.3681785849204134,-0.3580343243756699,0.2767497636436598,0.0018743314365015115,0.1,0.012744307139613983
RTX,-0.3601285777932297,-0.1843954318672562,-0.17573314592597342,1.128078237604144,-0.001323490928599669,0.59,2.8730786819901854e-13
SBAC,0.047664132562982964,0.500292426041219,-0.4526282934782362,0.5202579222659733,0.002503096786101896,0.04,0.12657559112284428
SBUX,0.05839028641784516,-0.0261608561273575,0.0845511425452028,1.2275733991021736,-0.0005120402258433521,0.42,1.1094903729492132e-08
SCHW,-0.03082432925241907,-0.09590136511817485,0.06507703586575593,1.5899021971901792,-0.0009930610924322534,0.31,2.2046515469693064e-06
SEE,0.2050898681694049,-0.47509431270027436,0.680184180869679,1.2713914624377545,-0.0029132942844394653,0.28,8.413271994113209e-06
SHW,0.20942460677185348,-0.1984384280655143,0.40786303483736763,0.9620659249068356,-0.0013477599465974853,0.25,3.136939604464086e-05
SIVB,0.2589674682631449,-0.02940424707584108,0.28837171533898615,2.261035191098037,-0.0008432158511726911,0.63,1.2578046148198101e-14
SJM,0.07341700846582545,0.08551782839569064,-0.012100819929865135,0.38104756702751685,0.00033913535493626637,0.04,0.13488631840103044
SLB,-0.6444820352782075,-0.3266583347446042,-0.3178237005336027,1.2582690251387818,-0.0021197551489143943,0.17,0.0009272037595744654
SLG,-0.5386771431418867,0.2058030063496466,-0.7444801494915331,0.30926944970194026,0.0010007533960786602,0.03,0.1569081979804166
SNA,0.08093816247188809,-0.32454723134448554,0.40548539381637405,1.1745769096157008,-0.0020831036239416802,0.4,2.0962179998172696e-08
SNPS,0.3156672626999173,0.19757251645433024,0.11809474624558712,1.5997778713296382,0.0005649703654736103,0.45,1.7875129095304448e-09
SO,-0.07111892033609818,0.3038193720473876,-0.37493829238348575,-0.05958352809147282,0.001634159535515197,0.0,0.7556101431086483
SPG,-0.6065738244866026,-0.4951861172717004,-0.11138770721490175,0.7837039751456886,-0.0028720260155611,0.15,0.0017125943917927703
SPGI,0.09426956973461476,0.34028112762832374,-0.24601155789370907,0.871593974664475,0.0015452512938261159,0.29,6.351469648277597e-06
SRE,-0.17154896319971424,0.2519667272905202,-0.42351569049023446,0.07275172699314847,0.001318149541714793,0.0,0.666972913717909
STE,0.13609110931082125,0.2471660782648375,-0.11107496895401632,0.6458737386672532,0.001118523080446358,0.13,0.0036816483492306848
STT,-0.13927965643032444,-0.07822851962616233,-0.061051136804161896,1.7335955510880985,-0.000942704775952621,0.54,8.70000490925555e-12
STX,0.013988785495802071,-0.5034977285819868,0.5174865140777889,1.2447285761689877,-0.00305627718632645,0.17,0.0008375548795058372
