Date,Symbol,Name,Close_Change,Close_LogChange,Close_LogChangeCumulative,Close,Adj Close,High,Low,Open,Volume,USA Covid Confirmed Cases,USA Covid Cases LogChange,USA Covid Cases LogChangeCumulative,USA Covid Deaths,USA Covid Deaths LogChange,USA Covid Deaths LogChangeCumulative,World Covid Confirmed Cases,World Covid Cases LogChange,World Covid Cases LogChangeCumulative,World Covid Deaths,World Covid Deaths LogChange,World Covid Deaths LogChangeCumulative,USA_StringencyIndex,USA_StringencyIndex_LogChange,USA_StringencyIndex_LogChangeCumulative,USA_StringencyLegacyIndex,USA_StringencyLegacyIndex_LogChange,USA_StringencyLegacyIndex_LogChangeCumulative,USA_GovernmentResponseIndex,USA_GovernmentResponseIndex_LogChange,USA_GovernmentResponseIndex_LogChangeCumulative,USA_ContainmentHealthIndex,USA_ContainmentHealthIndex_LogChange,USA_ContainmentHealthIndex_LogChangeCumulative,USA_EconomicSupportIndex,USA_EconomicSupportIndex_LogChange,USA_EconomicSupportIndex_LogChangeCumulative,News title--source
2019-11-18,XLI,Industrials,-0.0037662199950021513,-0.0037733300591851204,-0.0037733300123363733,82.0,80.29580688476562,82.16000366210938,81.83000183105469,82.16000366210938,5119400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,XLK,Technology,0.002980308833070877,0.002975876516964071,0.0029758764430880547,87.5,86.3327407836914,87.62999725341797,86.87999725341797,87.20999908447266,6511100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,XLP,Consumer Staples,0.005217669741894415,0.005204104867357451,0.005204104818403721,61.650001525878906,59.97364807128906,61.9900016784668,61.27000045776367,61.27000045776367,8615500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,XLRE,Real Estate,0.005447447175842557,0.005432663500036128,0.005432663485407829,38.7599983215332,37.54087448120117,38.93000030517578,38.56999969482422,38.599998474121094,2835500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,XLU,Utilities,0.0020684339104442007,0.0020662976463299287,0.0020662976894527674,62.97999954223633,60.83700180053711,63.5,62.869998931884766,62.97999954223633,16490800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,XLV,Health Care,-0.003386023334236432,-0.0033917688846250016,-0.0033917687833309174,97.12999725341797,94.85908508300781,97.93000030517578,97.01000213623047,97.37000274658203,11251400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,XLY,Consumer Discretionary,0.003460477543386631,0.0034545038681841334,0.0034545038361102343,121.79000091552734,120.26661682128906,121.80000305175781,121.05000305175781,121.4000015258789,2343700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,XLB,Materials,-0.0021590641985492764,-0.002161398337966247,-0.004649606067687273,60.08000183105469,58.75304412841797,60.470001220703125,59.880001068115234,60.470001220703125,3631200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLC,Communication Services,0.0005750928703693869,0.0005749275678375021,0.004031084710732102,52.20000076293945,51.72614288330078,52.31999969482422,51.939998626708984,52.31999969482422,2134400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLE,Energy,-0.01482724980695127,-0.014938272280832443,-0.02716321498155594,58.470001220703125,53.41796875,59.209999084472656,58.400001525878906,59.15999984741211,15379100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLF,Financials,0.0020127935043932066,0.0020107705496195116,0.0040255284402519464,29.8700008392334,29.121862411499023,29.969999313354492,29.790000915527344,29.8799991607666,30770900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLI,Industrials,-0.0008536548149294942,-0.0008540193856942935,-0.004627349379006773,81.93000030517578,80.22725677490234,82.33000183105469,81.75,82.26000213623047,9192800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLK,Technology,0.001942836216517918,0.0019409513511634557,0.00491682777646929,87.66999816894531,86.50045776367188,87.93000030517578,87.3499984741211,87.8499984741211,7043700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLP,Consumer Staples,-0.001297677681664,-0.0012985203944717583,0.0039055844536051154,61.56999969482422,59.89582443237305,61.84000015258789,61.439998626708984,61.7400016784668,8560900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLRE,Real Estate,0.002064030818346163,0.002061903633283624,0.007494567194953561,38.84000015258789,37.61836242675781,38.93000030517578,38.689998626708984,38.83000183105469,3345100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLU,Utilities,-0.0025404866398071047,-0.0025437191519204205,-4.774215631186962E-4,62.81999969482422,60.68245315551758,63.16999816894531,62.4900016784668,62.79999923706055,18052400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLV,Health Care,0.006795054882863694,0.00677207254950396,0.0033803037367761135,97.79000091552734,95.503662109375,97.93000030517578,97.22000122070312,97.47000122070312,10025800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-19,XLY,Consumer Discretionary,-0.011002577857065376,-0.011063553891704991,-0.007609050488099456,120.44999694824219,118.9433822631836,121.43000030517578,120.1500015258789,121.36000061035156,3016900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-20,XLB,Materials,-0.01248335514551091,-0.012561926800063183,-0.017211532685905695,59.33000183105469,58.01961135864258,59.959999084472656,59.2599983215332,59.849998474121094,5612700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLC,Communication Services,-0.006130262263356334,-0.006149129467859282,-0.002118044765666127,51.880001068115234,51.40904998779297,52.13999938964844,51.47999954223633,51.959999084472656,2428600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLE,Energy,0.010090647174110012,0.0100400765032429,-0.017123138532042503,59.060001373291016,53.95698547363281,59.4900016784668,58.09000015258789,58.45000076293945,17145000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLF,Financials,-0.004687020189607205,-0.004698038711573815,-6.725101266056299E-4,29.729999542236328,28.985368728637695,29.809999465942383,29.520000457763672,29.75,46719500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLI,Industrials,-0.007933620449868894,-0.007965259066880392,-0.012592608632985502,81.27999877929688,79.59075927734375,81.86000061035156,80.95999908447266,81.66999816894531,14726700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLK,Technology,-0.006045383715824193,-0.006063731029700037,-0.0011469031451269984,87.13999938964844,85.97753143310547,87.7300033569336,86.4800033569336,87.47000122070312,12379900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLP,Consumer Staples,0.002273824757874854,0.002271243530458378,0.00617682805750519,61.709999084472656,60.032012939453125,61.86000061035156,61.439998626708984,61.56999969482422,11935900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLRE,Real Estate,0.0005149448425616487,0.0005148123039644403,0.00800937949679792,38.86000061035156,37.637733459472656,38.95000076293945,38.612998962402344,38.810001373291016,5711400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLU,Utilities,0.006049046003840486,0.006030823972078103,0.0055534024722874165,63.20000076293945,61.049522399902344,63.290000915527344,62.7599983215332,62.90999984741211,19679500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLV,Health Care,-0.0013293511831569127,-0.0013302355542874622,0.0020500682294368744,97.66000366210938,95.37670135498047,97.97000122070312,97.08000183105469,97.62999725341797,12305600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-20,XLY,Consumer Discretionary,-0.0023246059476215164,-0.002327312038570284,-0.009936362504959106,120.16999816894531,118.6668930053711,120.97000122070312,119.5999984741211,120.77999877929688,4281300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-21,XLB,Materials,-0.00168552647449971,-0.001686948572461766,-0.018898481270298362,59.22999954223633,57.92181396484375,59.400001525878906,59.08000183105469,59.310001373291016,3173600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLC,Communication Services,0.0026985232607190657,0.002694888783836724,5.76843973249197E-4,52.02000045776367,51.54777908325195,52.20000076293945,51.73500061035156,51.93000030517578,1374400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLE,Energy,0.016423931314782036,0.01629051736061804,-8.326210081577301E-4,60.029998779296875,54.843177795410156,60.08000183105469,59.06999969482422,59.2599983215332,15641700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLF,Financials,-0.0010090406915161942,-0.00100955011579007,-0.001682060188613832,29.700000762939453,28.95612144470215,29.84000015258789,29.600000381469727,29.790000915527344,37192700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLI,Industrials,-0.00036907947523878715,-0.0003691476018321538,-0.012961756234290078,81.25,79.56139373779297,81.51000213623047,81.0,81.29000091552734,6094800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLK,Technology,-0.0050493739326158416,-0.005062165097588611,-0.006209068349562585,86.69999694824219,85.54340362548828,87.06999969482422,86.5199966430664,86.97000122070312,9377700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLP,Consumer Staples,-0.005023457514063523,-0.005036117492466907,0.0011407105484977365,61.400001525878906,59.73044967651367,61.75,61.2599983215332,61.599998474121094,7611100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLRE,Real Estate,-0.013381380586626967,-0.013471718058355897,-0.005462338449433446,38.34000015258789,37.13408660888672,38.77000045776367,38.29100036621094,38.77000045776367,3556100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLU,Utilities,-0.0034810319311282534,-0.0034871048201576826,0.0020662976894527674,62.97999954223633,60.83700180053711,63.25,62.77000045776367,63.189998626708984,14209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLV,Health Care,0.0025599016037820554,0.0025566306367181824,0.00460669887252152,97.91000366210938,95.62085723876953,97.9800033569336,97.05000305175781,97.72000122070312,9122400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-21,XLY,Consumer Discretionary,-0.005658652871241454,-0.005674723702244755,-0.015611086040735245,119.48999786376953,117.9953842163086,120.48999786376953,119.44000244140625,120.2699966430664,2438700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-22,XLB,Materials,0.001688372270660654,0.001686948572461766,-0.017211532685905695,59.33000183105469,58.01961135864258,59.59000015258789,59.2599983215332,59.369998931884766,2874700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLC,Communication Services,0.0003844763088749481,0.00038440241679804643,9.612463763915002E-4,52.040000915527344,51.567596435546875,52.13999938964844,51.810001373291016,52.11000061035156,1623200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLE,Energy,-0.003331616730119946,-0.003337178922636852,-0.004169799853116274,59.83000183105469,54.660457611083984,60.369998931884766,59.709999084472656,60.08000183105469,11492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLF,Financials,0.007407384097747771,0.007380084159357203,0.0056980239460244775,29.920000076293945,29.170610427856445,29.950000762939453,29.739999771118164,29.739999771118164,35195000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLI,Industrials,0.005169208233173128,0.005155893740174555,-0.00780586272594519,81.66999816894531,79.97266387939453,81.69000244140625,81.19000244140625,81.44999694824219,5205100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLK,Technology,-0.0012687498757033566,-0.0012695554202553083,-0.007478623767383397,86.58999633789062,85.43486785888672,87.08999633789062,86.25,86.94999694824219,5890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLP,Consumer Staples,-0.0016287017318104002,-0.0016300295083730987,-4.893189761787653E-4,61.29999923706055,59.63316345214844,61.4900016784668,61.060001373291016,61.45000076293945,5517100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLRE,Real Estate,-0.005738164314750938,-0.005754690831170972,-0.011217029066756368,38.119998931884766,36.92100524902344,38.400001525878906,37.935001373291016,38.380001068115234,3614400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLU,Utilities,0.00031756840122332264,0.00031751798705137446,0.0023838156776037067,63.0,60.856327056884766,63.150001525878906,62.54999923706055,63.119998931884766,11485200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLV,Health Care,0.00357469575150815,0.003568321712300815,0.008175020571798086,98.26000213623047,95.96267700195312,98.4000015258789,97.87000274658203,98.08000183105469,6141800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-22,XLY,Consumer Discretionary,0.006862496522588524,0.0068390567690430615,-0.00877202907577157,120.30999755859375,118.80513763427734,120.3499984741211,119.72000122070312,119.95999908447266,2238000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-25,XLB,Materials,0.006573392509897191,0.00655188197867318,-0.010659650899469852,59.720001220703125,58.40099334716797,59.7400016784668,59.45000076293945,59.529998779296875,3114300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLC,Communication Services,0.0030745550460660187,0.0030698382672245117,0.0040310846525244415,52.20000076293945,51.72614288330078,52.26499938964844,52.09000015258789,52.209999084472656,2358700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLE,Energy,0.0010028005475106738,0.001002298078931041,-0.003167501767165959,59.88999938964844,54.715274810791016,59.9900016784668,59.529998779296875,59.7599983215332,12336000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLF,Financials,0.006350285213005735,0.006330207108160124,0.012028230936266482,30.110000610351562,29.355852127075195,30.149999618530273,29.950000762939453,29.959999084472656,50094100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLI,Industrials,0.007224243669807118,0.007198273821506618,-6.075890560168773E-4,82.26000213623047,80.55040740966797,82.41999816894531,81.76000213623047,81.97000122070312,9190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLK,Technology,0.014551359158322397,0.014446504096778057,0.006967880646698177,87.8499984741211,86.67806243896484,87.8499984741211,86.94999694824219,86.9800033569336,7369900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLP,Consumer Staples,0.0011419199950315484,0.0011412685003167056,6.519495509564877E-4,61.369998931884766,59.70125961303711,61.529998779296875,61.06999969482422,61.41999816894531,10396500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLRE,Real Estate,0.0007870565276706376,0.0007867469611020361,-0.01043028209824115,38.150001525878906,36.95006561279297,38.40999984741211,38.084999084472656,38.20000076293945,2712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLU,Utilities,-0.0033333188011532844,-0.0033388866847321452,-9.550709801260382E-4,62.790000915527344,60.65346908569336,63.2400016784668,62.650001525878906,63.060001373291016,20398700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLV,Health Care,0.011703658669623307,0.011635700581400954,0.019810720812529325,99.41000366210938,97.08578491210938,99.43000030517578,98.51000213623047,98.66000366210938,11726500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-25,XLY,Consumer Discretionary,0.008810615987852932,0.008772028995292835,-4.6566128730773926E-10,121.37000274658203,119.85187530517578,121.38999938964844,120.7699966430664,120.86000061035156,3667000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-26,XLB,Materials,0.005023429854796202,0.005010854527642827,-0.005648796446621418,60.02000045776367,58.694366455078125,60.09000015258789,59.540000915527344,59.68000030517578,3935600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLC,Communication Services,0.0032566698555684948,0.003251378391549764,0.007282463076990098,52.369998931884766,51.894596099853516,52.38999938964844,52.119998931884766,52.310001373291016,2146600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLE,Energy,-0.009183490443574915,-0.009225918651067921,-0.012393420678563416,59.34000015258789,54.212791442871094,59.9900016784668,59.119998931884766,59.970001220703125,13402000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLF,Financials,-0.000996369513031281,-0.0009968662190971145,0.01103136467281729,30.079999923706055,29.326602935791016,30.110000610351562,29.93000030517578,30.110000610351562,33516200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLI,Industrials,0.0029175523649036528,0.0029133045691072113,0.002305715548573062,82.5,80.78541564941406,82.6500015258789,82.18000030517578,82.33999633789062,6069400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLK,Technology,0.0009106640005036581,0.0009102495976112124,0.007878130243625492,87.93000030517578,86.75700378417969,88.1500015258789,87.76000213623047,87.9000015258789,9727200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLP,Consumer Staples,0.008147303384426596,0.00811429328254576,0.008766242768615484,61.869998931884766,60.18766403198242,61.93000030517578,61.34000015258789,61.45000076293945,7354800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLRE,Real Estate,0.013892496935743237,0.013796880747559026,0.0033665987430140376,38.68000030517578,37.46339797973633,38.68000030517578,38.150001525878906,38.18000030517578,4916300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLU,Utilities,0.003344466975803595,0.0033388866847321452,0.0023838156776037067,63.0,60.856327056884766,63.09000015258789,62.75,62.88999938964844,16150100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLV,Health Care,-0.0008047664028523194,-0.0008050904011742688,0.01900563039816916,99.33000183105469,97.00765228271484,99.55999755859375,99.0,99.4000015258789,11073300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-26,XLY,Consumer Discretionary,0.006838544804132152,0.0068152680159299095,0.006815267726778984,122.19999694824219,120.67149353027344,122.27999877929688,121.2300033569336,121.33000183105469,3626100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-27,XLB,Materials,0.00399863148848878,0.003990658209334086,-0.0016581383533775806,60.2599983215332,58.92906188964844,60.310001373291016,59.810001373291016,60.130001068115234,5041500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets mostly rise after Trump suggests trade talks are in 'final throes'--cnn.com
2019-11-27,XLC,Communication Services,0.007065166204476725,0.007040324854608038,0.014322788163553923,52.7400016784668,52.26123809814453,52.79999923706055,52.45000076293945,52.529998779296875,3416700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets mostly rise after Trump suggests trade talks are in 'final throes'--cnn.com
2019-11-27,XLE,Energy,0.0025278315721803946,0.0025246419799884734,-0.009868778637610376,59.4900016784668,54.34983825683594,59.61000061035156,59.0,59.40999984741211,9668300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets mostly rise after Trump suggests trade talks are in 'final throes'--cnn.com
2019-11-27,XLF,Financials,0.003989389612292671,0.003981453098448551,0.015012817573733628,30.200000762939453,29.4435977935791,30.209999084472656,30.059999465942383,30.15999984741211,31012300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets mostly rise after Trump suggests trade talks are in 'final throes'--cnn.com
2019-11-27,XLI,Industrials,-0.0009697191642992209,-0.0009701896461091764,0.0013355259143281728,82.41999816894531,80.70707702636719,82.44999694824219,82.0999984741211,82.44000244140625,9186200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets mostly rise after Trump suggests trade talks are in 'final throes'--cnn.com
