Date,Symbol,Name,Close_Change,Close_LogChange,Close_LogChangeCumulative,Close,Adj Close,High,Low,Open,Volume,USA Covid Confirmed Cases,USA Covid Cases LogChange,USA Covid Cases LogChangeCumulative,USA Covid Deaths,USA Covid Deaths LogChange,USA Covid Deaths LogChangeCumulative,World Covid Confirmed Cases,World Covid Cases LogChange,World Covid Cases LogChangeCumulative,World Covid Deaths,World Covid Deaths LogChange,World Covid Deaths LogChangeCumulative,USA_StringencyIndex,USA_StringencyIndex_LogChange,USA_StringencyIndex_LogChangeCumulative,USA_StringencyLegacyIndex,USA_StringencyLegacyIndex_LogChange,USA_StringencyLegacyIndex_LogChangeCumulative,USA_GovernmentResponseIndex,USA_GovernmentResponseIndex_LogChange,USA_GovernmentResponseIndex_LogChangeCumulative,USA_ContainmentHealthIndex,USA_ContainmentHealthIndex_LogChange,USA_ContainmentHealthIndex_LogChangeCumulative,USA_EconomicSupportIndex,USA_EconomicSupportIndex_LogChange,USA_EconomicSupportIndex_LogChangeCumulative,News title--source
2019-11-15,^GSPC,S&P 500,0.0,0.0,0.0,3120.4599609375,3120.4599609375,3120.4599609375,3104.60009765625,3107.919921875,3335650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,^GSPC,S&P 500,0.0005031528617669423,0.0005030263228107401,5.030262982472777E-4,3122.030029296875,3122.030029296875,3124.169921875,3112.06005859375,3117.909912109375,3436690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,^GSPC,S&P 500,-0.0005925944462060739,-0.0005927700996934959,-8.974381489679217E-5,3120.179931640625,3120.179931640625,3127.639892578125,3113.469970703125,3127.449951171875,3590070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Shark Tank's' Mr. Wonderful is bullish on dividend stocks and tech giants--cnn.com
2019-11-20,^GSPC,S&P 500,-0.003756184245747196,-0.003763256420940664,-0.003853000176604837,3108.4599609375,3108.4599609375,3118.969970703125,3091.409912109375,3114.659912109375,4034890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's moving markets today: November 20-- 2019--cnn.com
2019-11-21,^GSPC,S&P 500,-0.0015827522106851566,-0.001584006086188694,-0.005437006300780922,3103.5400390625,3103.5400390625,3110.110107421875,3094.550048828125,3108.489990234375,3720560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets tumble amid worries over trade deal delay--cnn.com
2019-11-22,^GSPC,S&P 500,0.0021749356911917594,0.0021725739423761325,-0.003264432365540415,3110.2900390625,3110.2900390625,3112.8701171875,3099.260009765625,3111.409912109375,3226780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,The $4 trillion force propelling US stocks to record highs--cnn.com
2019-11-25,^GSPC,S&P 500,0.007507291353015866,0.007479251887467342,0.004214819462504238,3133.639892578125,3133.639892578125,3133.830078125,3117.43994140625,3117.43994140625,3511530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive US-China trade vibes are propelling Asian markets higher--cnn.com
2019-11-26,^GSPC,S&P 500,0.0021955703874654287,0.0021931636449394887,0.006407983077224344,3140.52001953125,3140.52001953125,3142.68994140625,3131.0,3134.85009765625,4595590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to beat the market: Pick the worst stocks that may do a U-turn--cnn.com
2019-11-27,^GSPC,S&P 500,0.004174424362754614,0.00416573562529976,0.010573718638624996,3153.6298828125,3153.6298828125,3154.260009765625,3143.409912109375,3145.489990234375,3033090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets mostly rise after Trump suggests trade talks are in 'final throes'--cnn.com
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian markets retreat after Trump signs Hong Kong bill--cnn.com
