Symbol,Name,Date,Log Return
^GSPC,S&P 500,2020-03-18,-0.053222273
^GSPC,S&P 500,2020-06-11,-0.060752694
^GSPC,S&P 500,2020-03-09,-0.07901041
^GSPC,S&P 500,2020-03-12,-0.09994485
^GSPC,S&P 500,2020-03-16,-0.1276522
